X,Y,|u|,ux,uy,Status,elastic_strain_xx,elastic_strain_yy,elastic_strain_zz,elastic_strain_xy,plastic_strain_xx,plastic_strain_yy,plastic_strain_zz,plastic_strain_xy,Mises,Stress_xx,Stress_yy,Stress_zz,Stress_xy,strain_xx,strain_yy,strain_xy
0.32,2.44,0.0127578,0.00277269,-0.0124529,1,0.00128932,-0.00500727,-0.00117562,0.00296126,0.006131,-0.00730662,0.00117562,0.00569204,70,-27.4713,-100.124,-55.913,17.0842,7.42E-03,-0.01231389,8.65E-03
0.36,2.44,0.0125194,0.00306273,-0.012139,1,0.0012296,-0.00490239,-0.00114755,0.00328719,0.00575856,-0.00690611,0.00114755,0.00611188,70,-27.5269,-98.2807,-54.9556,18.9646,6.99E-03,-0.0118085,9.40E-03
0.4,2.44,0.0122674,0.00333509,-0.0118054,1,0.00116427,-0.00478873,-0.00111655,0.00359959,0.00535605,-0.0064726,0.00111655,0.00643146,70,-27.5941,-96.2826,-53.9112,20.7669,6.52E-03,-0.01126133,1.00E-02
0.44,2.44,0.0120026,0.00358796,-0.0114537,1,0.00109349,-0.00466788,-0.0010817,0.00389678,0.00492337,-0.00600507,0.0010817,0.00663724,70,-27.676,-94.1533,-52.7743,22.4814,6.02E-03,-0.01067295,1.05E-02
0.48,2.44,0.0117316,0.00381915,-0.0110925,1,0.00101711,-0.00454185,-0.0010417,0.00417714,0.00446192,-0.00550362,0.0010417,0.0067159,70,-27.7813,-91.9232,-51.5368,24.0989,5.48E-03,-0.01004547,1.09E-02
0.52,2.44,0.0114582,0.00402986,-0.0107261,1,0.00093544,-0.00441283,-0.000995196,0.00443889,0.00397697,-0.00497217,0.000995196,0.00665649,70,-27.9115,-89.6223,-50.1881,25.609,4.91E-03,-0.009385,1.11E-02
0.56,2.44,0.0111852,0.00421431,-0.0103609,1,0.000848875,-0.00428305,-0.000941444,0.00468055,0.00347828,-0.00441972,0.000941444,0.00645455,70,-28.0713,-87.2858,-48.7288,27.0032,4.33E-03,-0.00870277,1.11E-02
0.6,2.44,0.0109207,0.0043785,-0.0100045,1,0.000758012,-0.00415491,-0.000879754,0.00490079,0.00297181,-0.00385156,0.000879754,0.00609707,70,-28.2632,-84.9507,-47.1605,28.2738,3.73E-03,-0.00800647,1.10E-02
0.64,2.44,0.0106648,0.00451509,-0.00966184,1,0.00066403,-0.00403145,-0.000809489,0.00509743,0.00247181,-0.0032813,0.000809489,0.00559469,70,-28.4845,-82.6631,-45.4866,29.4082,3.14E-03,-0.00731275,1.07E-02
0.68,2.44,0.010425,0.00463094,-0.00933993,1,0.00056834,-0.00391594,-0.000731129,0.00526867,0.00200067,-0.0027318,0.000731129,0.00499563,70,-28.7389,-80.4806,-43.7328,30.3962,2.57E-03,-0.00664774,1.03E-02
0.72,2.44,0.0101986,0.00472234,-0.00903941,1,0.00047237,-0.00380949,-0.000646345,0.00541542,0.00157321,-0.00221956,0.000646345,0.00434275,70,-29.0219,-78.4279,-41.9301,31.2428,2.05E-03,-0.00602905,9.76E-03
0.76,2.44,0.00998982,0.00479582,-0.00876337,1,0.000376922,-0.0037113,-0.000556732,0.00554058,0.00119471,-0.00175144,0.000556732,0.00365018,70,-29.3239,-76.4957,-40.0969,31.9649,1.57E-03,-0.00546274,9.19E-03
0.8,2.44,0.00979609,0.00484921,-0.00851168,1,0.000282836,-0.0036206,-0.000464013,0.00564664,0.00087146,-0.00133547,0.000464013,0.00295535,70,-29.6365,-74.6762,-38.254,32.5768,1.15E-03,-0.00495607,8.60E-03
0.84,2.44,0.00961923,0.00488917,-0.00828406,1,0.000190721,-0.00353672,-0.000369463,0.00573573,0.000604237,-0.0009737,0.000369463,0.00229367,70,-29.9524,-72.9613,-36.416,33.0907,7.95E-04,-0.00451042,8.03E-03
0.88,2.44,0.00945446,0.00491352,-0.00807738,1,9.96E-05,-0.00345881,-0.000271094,0.00580955,0.000382595,-0.00065369,0.000271094,0.00162454,70,-30.2674,-71.3256,-34.5443,33.5166,4.82E-04,-0.0041125,7.43E-03
0.92,2.44,0.00930786,0.00492874,-0.0078958,1,1.00E-05,-0.0033879,-0.000168918,0.00586793,0.000204263,-0.000373182,0.000168918,0.000961244,70,-30.5779,-69.7846,-32.6425,33.8534,2.14E-04,-0.003761082,6.83E-03
0.96,2.44,0.00917269,0.00493093,-0.00773461,1,-7.36E-05,-0.00332581,-7.06E-05,0.00591148,7.43E-05,-0.000144914,7.06E-05,0.000384703,70,-30.8784,-68.4037,-30.8435,34.1047,7.07E-07,-0.003470724,6.30E-03
1,2.44,0.00905199,0.00492969,-0.00759188,0.5,-0.000155454,-0.00322574,-1.19E-05,0.00594989,1.09E-05,-2.28E-05,1.19E-05,6.29E-05,69.6622,-31.1569,-66.5833,-29.5003,34.3263,-1.45E-04,-0.003248497,6.01E-03
1.04,2.44,0.00892607,0.00491951,-0.00744803,0,-0.000236699,-0.00307775,0,0.00598912,0,0,0,0,68.9552,-31.4139,-64.1952,-28.6827,34.5526,-2.37E-04,-0.00307775,5.99E-03
1.08,2.44,0.00879986,0.00491126,-0.00730186,0,-0.000313634,-0.0029263,0,0.00601819,0,0,0,0,68.1833,-31.6567,-61.8029,-28.0379,34.7203,-3.14E-04,-0.0029263,6.02E-03
1.12,2.44,0.00866468,0.00489488,-0.00714961,0,-0.000388783,-0.00277818,0,0.00603011,0,0,0,0,67.3511,-31.8923,-59.4623,-27.4064,34.7891,-3.89E-04,-0.00277818,6.03E-03
1.16,2.44,0.00853075,0.00488064,-0.00699664,0,-0.000461979,-0.00263342,0,0.00602662,0,0,0,0,66.466,-32.1176,-57.1727,-26.7871,34.769,-4.62E-04,-0.00263342,6.03E-03
1.2,2.44,0.00838858,0.00485851,-0.00683836,0,-0.000532943,-0.0024923,0,0.00600897,0,0,0,0,65.534,-32.3293,-54.9372,-26.1799,34.6671,-5.33E-04,-0.0024923,6.01E-03
1.24,2.44,0.00824881,0.00483845,-0.00668074,0,-0.000601763,-0.00235472,0,0.00597795,0,0,0,0,64.5549,-32.5283,-52.7547,-25.5849,34.4882,-6.02E-04,-0.00235472,5.98E-03
1.28,2.44,0.00810167,0.00481103,-0.00651852,0,-0.000668314,-0.00222075,0,0.0059346,0,0,0,0,63.5329,-32.7128,-50.6255,-25.0015,34.2381,-6.68E-04,-0.00222075,5.93E-03
1.32,2.44,0.00795775,0.0047854,-0.00635812,0,-0.000732626,-0.00209036,0,0.00587977,0,0,0,0,62.4706,-32.883,-48.5492,-24.4297,33.9217,-7.33E-04,-0.00209036,5.88E-03
1.36,2.44,0.00780743,0.00475313,-0.00619384,0,-0.000794504,-0.0019637,0,0.00581436,0,0,0,0,61.3723,-33.0364,-46.5271,-23.869,33.5444,-7.95E-04,-0.0019637,5.81E-03
1.4,2.44,0.00766085,0.00472223,-0.00603234,0,-0.000853905,-0.00184082,0,0.00573931,0,0,0,0,60.2428,-33.1725,-44.56,-23.3198,33.1114,-8.54E-04,-0.00184082,5.74E-03
1.44,2.44,0.00750893,0.00468555,-0.00586767,0,-0.000910648,-0.00172189,0,0.00565549,0,0,0,0,59.0865,-33.289,-42.6495,-22.7816,32.6279,-9.11E-04,-0.00172189,5.66E-03
1.48,2.44,0.00736102,0.00464975,-0.00570652,0,-0.000964686,-0.00160697,0,0.00556386,0,0,0,0,57.9091,-33.3857,-40.7966,-22.2547,32.0992,-9.65E-04,-0.00160697,5.56E-03
1.52,2.44,0.00720888,0.00460911,-0.00554293,0,-0.00101588,-0.00149617,0,0.00546523,0,0,0,0,56.7148,-33.4607,-39.0025,-21.739,31.5302,-1.02E-03,-0.00149617,5.47E-03
1.56,2.44,0.00706081,0.00456885,-0.00538337,0,-0.00106422,-0.00138956,0,0.00536052,0,0,0,0,55.5091,-33.514,-37.268,-21.2346,30.9261,-1.06E-03,-0.00138956,5.36E-03
1.6,2.44,0.00690963,0.00452468,-0.00522209,0,-0.00110961,-0.00128719,0,0.00525049,0,0,0,0,54.2956,-33.5447,-35.5937,-20.7415,30.2913,-1.11E-03,-0.00128719,5.25E-03
1.64,2.44,0.00676242,0.00448043,-0.00506518,0,-0.00115207,-0.00118908,0,0.00513599,0,0,0,0,53.0796,-33.553,-33.98,-20.2599,29.6307,-1.15E-03,-0.00118908,5.14E-03
1.68,2.44,0.00661318,0.00443318,-0.00490724,0,-0.00119157,-0.00109523,0,0.0050177,0,0,0,0,51.8642,-33.5385,-32.4269,-19.7896,28.9483,-1.19E-03,-0.00109523,5.02E-03
1.72,2.44,0.0064677,0.00438544,-0.00475385,0,-0.00122816,-0.00100563,0,0.0048964,0,0,0,0,50.6539,-33.5019,-30.9343,-19.3308,28.2485,-1.23E-03,-0.00100563,4.90E-03
1.76,2.44,0.00632121,0.00433555,-0.00460007,0,-0.00126185,-0.000920227,0,0.00477267,0,0,0,0,49.4513,-33.4433,-29.5014,-18.8834,27.5347,-1.26E-03,-0.000920227,4.77E-03
1.8,2.44,0.0061782,0.00428482,-0.0044509,0,-0.00129273,-0.000838969,0,0.00464721,0,0,0,0,48.2604,-33.3636,-28.1278,-18.4474,26.8108,-1.29E-03,-0.000838969,4.65E-03
1.84,2.44,0.0060351,0.0042327,-0.00430194,0,-0.00132086,-0.000761767,0,0.00452052,0,0,0,0,47.0831,-33.2634,-26.8124,-18.0227,26.0799,-1.32E-03,-0.000761767,4.52E-03
1.88,2.44,0.00589517,0.00417947,-0.00415752,0,-0.00134632,-0.000688538,0,0.00439319,0,0,0,0,45.9228,-33.1439,-25.554,-17.6094,25.3453,-1.35E-03,-0.000688538,4.39E-03
1.92,2.44,0.00575594,0.0041255,-0.00401387,0,-0.00136922,-0.000619163,0,0.00426564,0,0,0,0,44.781,-33.0059,-24.3513,-17.2072,24.6095,-1.37E-03,-0.000619163,4.27E-03
1.96,2.44,0.00561957,0.00407024,-0.00387463,0,-0.00138965,-0.000553534,0,0.00413837,0,0,0,0,43.6602,-32.8505,-23.203,-16.816,23.8752,-1.39E-03,-0.000553534,4.14E-03
2,2.44,0.0054846,0.00401478,-0.00373662,0,-0.00140774,-0.000491512,0,0.00401172,0,0,0,0,42.5619,-32.679,-22.1071,-16.4359,23.1445,-1.41E-03,-0.000491512,4.01E-03
2.04,2.44,0.00535216,0.00395791,-0.00360284,0,-0.0014236,-0.000432975,0,0.00388609,0,0,0,0,41.4878,-32.4926,-21.0624,-16.0665,22.4197,-1.42E-03,-0.000432975,3.89E-03
2.08,2.44,0.00522169,0.0039013,-0.00347072,0,-0.00143735,-0.00037777,0,0.00376175,0,0,0,0,40.4389,-32.2925,-20.0666,-15.7077,21.7024,-1.44E-03,-0.00037777,3.76E-03
2.12,2.44,0.00509344,0.0038432,-0.00334259,0,-0.0014491,-0.000325767,0,0.00363901,0,0,0,0,39.4165,-32.0799,-19.1183,-15.3595,20.9943,-1.45E-03,-0.000325767,3.64E-03
2.16,2.44,0.00496763,0.00378572,-0.00321647,0,-0.001459,-0.000276808,0,0.00351809,0,0,0,0,38.4214,-31.8561,-18.2154,-15.0214,20.2967,-1.46E-03,-0.000276808,3.52E-03
2.2,2.44,0.00484377,0.00372675,-0.00309411,0,-0.00146715,-0.000230762,0,0.00339922,0,0,0,0,37.4543,-31.6222,-17.3561,-14.6935,19.6109,-1.47E-03,-0.000230762,3.40E-03
2.24,2.44,0.0047227,0.00366866,-0.00297402,0,-0.00147369,-0.00018747,0,0.00328255,0,0,0,0,36.5158,-31.3795,-16.5385,-14.3754,18.9378,-1.47E-03,-0.00018747,3.28E-03
2.28,2.44,0.00460333,0.0036091,-0.00285746,0,-0.00147872,-0.000146803,0,0.00316825,0,0,0,0,35.6061,-31.1291,-15.7609,-14.067,18.2783,-1.48E-03,-0.000146803,3.17E-03
2.32,2.44,0.004487,0.00355063,-0.00274339,0,-0.00148236,-0.000108608,0,0.00305642,0,0,0,0,34.7257,-30.8722,-15.0212,-13.768,17.6332,-1.48E-03,-0.000108608,3.06E-03
2.36,2.44,0.00437217,0.00349074,-0.0026326,0,-0.00148472,-0.000072762,0,0.00294718,0,0,0,0,33.8745,-30.6097,-14.3178,-13.4782,17.003,-1.48E-03,-0.000072762,2.95E-03
2.4,2.44,0.00426053,0.00343208,-0.00252446,0,-0.00148592,-3.91E-05,0,0.0028406,0,0,0,0,33.0527,-30.3427,-13.6488,-13.1975,16.3881,-1.49E-03,-3.91206E-05,2.84E-03
2.44,2.44,0.00415022,0.00337208,-0.00241938,0,-0.00148604,-7.57E-06,0,0.00273673,0,0,0,0,32.2601,-30.072,-13.0127,-12.9254,15.7888,-1.49E-03,-7.5663E-06,2.74E-03
2.48,2.44,0.00404318,0.0033134,-0.00231706,0,-0.00148519,0.000022033,0,0.00263562,0,0,0,0,31.4965,-29.7987,-12.4077,-12.6619,15.2055,-1.49E-03,0.000022033,2.64E-03
2.52,2.44,0.00393734,0.00325347,-0.00221757,0,-0.00148345,4.98E-05,0,0.00253729,0,0,0,0,30.7615,-29.5235,-11.8322,-12.4067,14.6382,-1.48E-03,4.97868E-05,2.54E-03
2.56,2.44,0.00383479,0.00319489,-0.00212091,0,-0.00148092,7.58E-05,0,0.00244175,0,0,0,0,30.0551,-29.2472,-11.2848,-12.1596,14.087,-1.48E-03,7.58151E-05,2.44E-03
2.6,2.44,0.00373331,0.00313518,-0.00202688,0,-0.00147768,0.000100219,0,0.002349,0,0,0,0,29.3766,-28.9704,-10.7639,-11.9203,13.5519,-1.48E-03,0.000100219,2.35E-03
2.64,2.44,0.00363508,0.00307682,-0.00193571,0,-0.0014738,0.000123105,0,0.00225902,0,0,0,0,28.7257,-28.694,-10.2682,-11.6887,13.0328,-1.47E-03,0.000123105,2.26E-03
2.68,2.44,0.00353784,0.00301745,-0.00184698,0,-0.00146935,0.000144565,0,0.0021718,0,0,0,0,28.1017,-28.4184,-9.79639,-11.4644,12.5296,-1.47E-03,0.000144565,2.17E-03
2.72,2.44,0.00344378,0.0029594,-0.00176112,0,-0.0014644,0.000164696,0,0.0020873,0,0,0,0,27.5042,-28.1444,-9.3471,-11.2474,12.0421,-1.46E-03,0.000164696,2.09E-03
2.76,2.44,0.00335063,0.00290045,-0.00167752,0,-0.00145901,0.000183578,0,0.00200548,0,0,0,0,26.9325,-27.8722,-8.91921,-11.0374,11.5701,-1.46E-03,0.000183578,2.01E-03
2.8,2.44,0.00326054,0.0028428,-0.00159676,0,-0.00145325,0.000201296,0,0.00192632,0,0,0,0,26.3862,-27.6024,-8.51154,-10.8342,11.1134,-1.45E-03,0.000201296,1.93E-03
2.84,2.44,0.00317131,0.00278434,-0.00151811,0,-0.00144715,0.000217924,0,0.00184974,0,0,0,0,25.8642,-27.3355,-8.12304,-10.6376,10.6716,-1.45E-03,0.000217924,1.85E-03
2.88,2.44,0.00308501,0.00272712,-0.00144225,0,-0.00144078,0.000233535,0,0.00177571,0,0,0,0,25.3663,-27.0717,-7.75269,-10.4473,10.2445,-1.44E-03,0.000233535,1.78E-03
2.92,2.44,0.00299951,0.00266921,-0.00136836,0,-0.00143418,0.000248194,0,0.00170417,0,0,0,0,24.8915,-26.8115,-7.39953,-10.2633,9.83175,-1.43E-03,0.000248194,1.70E-03
2.96,2.44,0.0029168,0.00261247,-0.00129719,0,-0.00142738,0.000261966,0,0.00163506,0,0,0,0,24.4391,-26.5551,-7.06265,-10.0853,9.43304,-1.43E-03,0.000261966,1.64E-03
3,2.44,0.00283486,0.00255514,-0.00122787,0,-0.00142043,0.000274907,0,0.00156832,0,0,0,0,24.0085,-26.3028,-6.7412,-9.91321,9.04799,-1.42E-03,0.000274907,1.57E-03
3.04,2.44,0.00275553,0.00249892,-0.00116119,0,-0.00141337,0.000287074,0,0.00150389,0,0,0,0,23.599,-26.0549,-6.43439,-9.74678,8.67628,-1.41E-03,0.000287074,1.50E-03
3.08,2.44,0.00267694,0.00244218,-0.00109625,0,-0.00140622,0.000298517,0,0.0014417,0,0,0,0,23.2097,-25.8115,-6.14145,-9.58587,8.31751,-1.41E-03,0.000298517,1.44E-03
3.12,2.44,0.00260081,0.00238649,-0.00103386,0,-0.00139901,0.000309283,0,0.0013817,0,0,0,0,22.84,-25.5728,-5.86168,-9.43033,7.97133,-1.40E-03,0.000309283,1.38E-03
3.16,2.44,0.00252538,0.00233036,-0.000973106,0,-0.00139177,0.000319417,0,0.00132381,0,0,0,0,22.489,-25.3389,-5.59442,-9.28,7.63736,-1.39E-03,0.000319417,1.32E-03
3.2,2.44,0.00245223,0.00227521,-0.000914809,0,-0.00138453,0.000328959,0,0.00126798,0,0,0,0,22.1562,-25.1101,-5.33905,-9.13474,7.31525,-1.38E-03,0.000328959,1.27E-03
3.24,2.44,0.00237977,0.0022197,-0.000858058,0,-0.0013773,0.000337949,0,0.00121413,0,0,0,0,21.8408,-24.8863,-5.09498,-8.9944,7.0046,-1.38E-03,0.000337949,1.21E-03
3.28,2.44,0.00230943,0.00216508,-0.000803665,0,-0.00137011,0.000346422,0,0.00116221,0,0,0,0,21.542,-24.6678,-4.86168,-8.85885,6.70507,-1.37E-03,0.000346422,1.16E-03
3.32,2.44,0.00223974,0.00211018,-0.000750736,0,-0.00136297,0.00035441,0,0.00111215,0,0,0,0,21.2592,-24.4546,-4.6386,-8.72795,6.41627,-1.36E-03,0.00035441,1.11E-03
3.36,2.44,0.00217201,0.0020561,-0.000700064,0,-0.00135591,0.000361945,0,0.0010639,0,0,0,0,20.9916,-24.2467,-4.4253,-8.60159,6.13786,-1.36E-03,0.000361945,1.06E-03
3.4,2.44,0.00210491,0.00200179,-0.000650783,0,-0.00134892,0.000369055,0,0.00101737,0,0,0,0,20.7387,-24.0441,-4.22131,-8.47963,5.86947,-1.35E-03,0.000369055,1.02E-03
3.44,2.44,0.00203961,0.00194823,-0.000603659,0,-0.00134204,0.000375765,0,0.000972531,0,0,0,0,20.4997,-23.847,-4.02622,-8.36198,5.61075,-1.34E-03,0.000375765,9.73E-04
3.48,2.44,0.00197493,0.0018945,-0.00055786,0,-0.00133526,0.000382102,0,0.000929302,0,0,0,0,20.274,-23.6554,-3.83963,-8.2485,5.36136,-1.34E-03,0.000382102,9.29E-04
3.52,2.44,0.00191188,0.00184146,-0.000514117,0,-0.00132861,0.000388087,0,0.000887633,0,0,0,0,20.061,-23.4692,-3.66118,-8.1391,5.12096,-1.33E-03,0.000388087,8.88E-04
3.56,2.44,0.00184943,0.00178828,-0.000471639,0,-0.00132208,0.000393742,0,0.000847462,0,0,0,0,19.8601,-23.2884,-3.4905,-8.03368,4.8892,-1.32E-03,0.000393742,8.47E-04
3.6,2.44,0.00178848,0.00173574,-0.00043112,0,-0.00131569,0.000399085,0,0.000808735,0,0,0,0,19.6707,-23.1131,-3.32731,-7.93213,4.66578,-1.32E-03,0.000399085,8.09E-04
3.64,2.44,0.0017281,0.00168309,-0.000391811,0,-0.00130944,0.000404136,0,0.000771395,0,0,0,0,19.4922,-22.9433,-3.17127,-7.83437,4.45036,-1.31E-03,0.000404136,7.71E-04
3.68,2.44,0.00166908,0.00163103,-0.000354368,0,-0.00130335,0.000408909,0,0.00073539,0,0,0,0,19.3241,-22.7789,-3.02213,-7.74031,4.24263,-1.30E-03,0.000408909,7.35E-04
3.72,2.44,0.00161061,0.00157889,-0.000318084,0,-0.00129741,0.000413423,0,0.000700664,0,0,0,0,19.1659,-22.6199,-2.8796,-7.64986,4.04229,-1.30E-03,0.000413423,7.01E-04
3.76,2.44,0.00155338,0.00152728,-0.000283577,0,-0.00129163,0.000417689,0,0.000667167,0,0,0,0,19.0171,-22.4663,-2.74345,-7.56294,3.84904,-1.29E-03,0.000417689,6.67E-04
3.8,2.44,0.00149668,0.00147562,-0.000250183,0,-0.00128602,0.000421722,0,0.000634847,0,0,0,0,18.8772,-22.3181,-2.61344,-7.47947,3.66258,-1.29E-03,0.000421722,6.35E-04
3.84,2.44,0.0014411,0.00142444,-0.00021848,0,-0.00128057,0.000425534,0,0.000603656,0,0,0,0,18.7458,-22.1752,-2.48937,-7.39938,3.48263,-1.28E-03,0.000425534,6.04E-04
3.88,2.44,0.00138602,0.00137323,-0.000187849,0,-0.0012753,0.000429136,0,0.000573543,0,0,0,0,18.6224,-22.0376,-2.37102,-7.32259,3.3089,-1.28E-03,0.000429136,5.74E-04
3.92,2.44,0.00133196,0.00132245,-0.000158829,0,-0.00127021,0.000432539,0,0.000544462,0,0,0,0,18.5065,-21.9053,-2.25822,-7.24906,3.14113,-1.27E-03,0.000432539,5.44E-04
3.96,2.44,0.00127838,0.00127167,-0.000130843,0,-0.00126529,0.000435752,0,0.000516367,0,0,0,0,18.3979,-21.7782,-2.15079,-7.1787,2.97904,-1.27E-03,0.000435752,5.16E-04
4,2.44,0.00122572,0.00122127,-0.000104393,0,-0.00126055,0.000438785,0,0.000489212,0,0,0,0,18.2961,-21.6563,-2.04856,-7.11146,2.82238,-1.26E-03,0.000438785,4.89E-04
4.04,2.44,0.00117353,0.00117088,-7.89E-05,0,-0.001256,0.000441645,0,0.000462952,0,0,0,0,18.2009,-21.5396,-1.95138,-7.04728,2.67088,-1.26E-03,0.000441645,4.63E-04
4.08,2.44,0.00112218,0.00112083,-5.50E-05,0,-0.00125162,0.00044434,0,0.000437545,0,0,0,0,18.1117,-21.4279,-1.85911,-6.98611,2.5243,-1.25E-03,0.00044434,4.38E-04
4.12,2.44,0.00107127,0.0010708,-3.19E-05,0,-0.00124743,0.000446878,0,0.000412948,0,0,0,0,18.0285,-21.3214,-1.77161,-6.9279,2.38239,-1.25E-03,0.000446878,4.13E-04
4.16,2.44,0.00102113,0.00102107,-1.03E-05,0,-0.00124343,0.000449265,0,0.00038912,0,0,0,0,17.9507,-21.2199,-1.68877,-6.87259,2.24492,-1.24E-03,0.000449265,3.89E-04
4.2,2.44,0.000971426,0.000971371,1.04E-05,0,-0.00123961,0.000451506,0,0.000366019,0,0,0,0,17.8783,-21.1234,-1.61046,-6.82014,2.11165,-1.24E-03,0.000451506,3.66E-04
4.24,2.44,0.000922422,0.000921944,2.97E-05,0,-0.00123598,0.000453608,0,0.000343605,0,0,0,0,17.8109,-21.0318,-1.53658,-6.77052,1.98234,-1.24E-03,0.000453608,3.44E-04
4.28,2.44,0.000873865,0.00087254,4.81E-05,0,-0.00123253,0.000455575,0,0.000321841,0,0,0,0,17.7483,-20.9452,-1.46703,-6.72367,1.85677,-1.23E-03,0.000455575,3.22E-04
4.32,2.44,0.000825959,0.000823379,6.52E-05,0,-0.00122927,0.000457412,0,0.000300686,0,0,0,0,17.6902,-20.8635,-1.40173,-6.67956,1.73473,-1.23E-03,0.000457412,3.01E-04
4.36,2.44,0.00077852,0.000774245,8.15E-05,0,-0.0012262,0.000459124,0,0.000280105,0,0,0,0,17.6365,-20.7866,-1.34057,-6.63816,1.61599,-1.23E-03,0.000459124,2.80E-04
4.4,2.44,0.000731708,0.000725322,9.65E-05,0,-0.00122331,0.000460714,0,0.000260059,0,0,0,0,17.5869,-20.7146,-1.28349,-6.59942,1.50034,-1.22E-03,0.000460714,2.60E-04
4.44,2.44,0.000685407,0.000676425,0.000110595,0,-0.00122062,0.000462187,0,0.000240512,0,0,0,0,17.5413,-20.6474,-1.23041,-6.56333,1.38757,-1.22E-03,0.000462187,2.41E-04
4.48,2.44,0.000639747,0.00062771,0.000123516,0,-0.0012181,0.000463544,0,0.000221428,0,0,0,0,17.4995,-20.5849,-1.18126,-6.52985,1.27747,-1.22E-03,0.000463544,2.21E-04
4.52,2.44,0.000594685,0.000579022,0.00013559,0,-0.00121578,0.00046479,0,0.000202773,0,0,0,0,17.4614,-20.5272,-1.13599,-6.49895,1.16984,-1.22E-03,0.00046479,2.03E-04
4.56,2.44,0.000550341,0.000530486,0.000146493,0,-0.00121364,0.000465927,0,0.00018451,0,0,0,0,17.4269,-20.4742,-1.09454,-6.47061,1.06448,-1.21E-03,0.000465927,1.85E-04
4.6,2.44,0.000506765,0.000481974,0.000156563,0,-0.00121169,0.000466957,0,0.000166607,0,0,0,0,17.3957,-20.4259,-1.05685,-6.44481,0.961194,-1.21E-03,0.000466957,1.67E-04
4.64,2.44,0.000464098,0.000433589,0.000165493,0,-0.00120993,0.000467882,0,0.000149028,0,0,0,0,17.3678,-20.3822,-1.02289,-6.42153,0.85978,-1.21E-03,0.000467882,1.49E-04
4.68,2.44,0.000422534,0.000385224,0.000173603,0,-0.00120835,0.000468706,0,0.000131741,0,0,0,0,17.3432,-20.3432,-0.992602,-6.40075,0.760046,-1.21E-03,0.000468706,1.32E-04
4.72,2.44,0.000382304,0.000336959,0.000180597,0,-0.00120696,0.000469428,0,0.000114712,0,0,0,0,17.3216,-20.3089,-0.965967,-6.38245,0.661802,-1.21E-03,0.000469428,1.15E-04
4.76,2.44,0.000343862,0.00028871,0.000186782,0,-0.00120575,0.000470052,0,9.79E-05,0,0,0,0,17.303,-20.2791,-0.942942,-6.36661,0.564856,-1.21E-03,0.000470052,9.79E-05
4.8,2.44,0.000307687,0.000240536,0.000191869,0,-0.00120473,0.000470577,0,8.13E-05,0,0,0,0,17.2875,-20.254,-0.923508,-6.35324,0.469022,-1.20E-03,0.000470577,8.13E-05
4.84,2.44,0.000274745,0.000192375,0.000196155,0,-0.00120389,0.000471005,0,6.48E-05,0,0,0,0,17.2748,-20.2334,-0.907635,-6.34231,0.374112,-1.20E-03,0.000471005,6.48E-05
4.88,2.44,0.000246079,0.000144262,0.000199358,0,-0.00120325,0.000471337,0,4.85E-05,0,0,0,0,17.265,-20.2174,-0.895311,-6.33382,0.27994,-1.20E-03,0.000471337,4.85E-05
4.92,2.44,0.000223506,9.62E-05,0.000201763,0,-0.00120278,0.000471574,0,3.23E-05,0,0,0,0,17.258,-20.206,-0.886516,-6.32776,0.18632,-1.20E-03,0.000471574,3.23E-05
4.96,2.44,0.000208707,4.81E-05,0.000203094,0,-0.0012025,0.000471716,0,1.61E-05,0,0,0,0,17.2538,-20.1992,-0.881245,-6.32412,0.0930679,-1.20E-03,0.000471716,1.61E-05
5,2.44,0.00020363,4.03E-37,0.00020363,0,-0.00120241,0.000471763,0,8.06E-06,0,0,0,0,17.2524,-20.1969,-0.879487,-6.32291,0.0465092,-1.20E-03,0.000471763,8.06E-06
0,2.48,0.0143347,-5.80E-37,-0.0143347,1,0.00146753,-0.00549196,-0.0013414,0.000195047,0.00785038,-0.00919178,0.0013414,0.000430284,70,-29.5021,-109.804,-61.9129,1.12527,9.32E-03,-0.01468374,6.25E-04
0.04,2.48,0.0143174,0.000375055,-0.0143125,1,0.00146376,-0.0054848,-0.00133941,0.000389456,0.00782482,-0.00916423,0.00133941,0.000857028,70,-29.499,-109.675,-61.8433,2.24686,9.29E-03,-0.01464903,1.25E-03
0.08,2.48,0.0142612,0.000747791,-0.0142416,1,0.00145249,-0.00546337,-0.00133343,0.000776951,0.00774826,-0.00908169,0.00133343,0.00170158,70,-29.4894,-109.288,-61.6346,4.48241,9.20E-03,-0.01454506,2.48E-03
0.12,2.48,0.0141716,0.00111577,-0.0141276,1,0.00143386,-0.00542791,-0.00132361,0.00116051,0.00762201,-0.00894563,0.00132361,0.00252178,70,-29.4737,-108.648,-61.2907,6.69526,9.06E-03,-0.01437354,3.68E-03
0.16,2.48,0.0140454,0.0014768,-0.0139675,1,0.00140806,-0.00537877,-0.00131018,0.00153839,0.00744778,-0.00875796,0.00131018,0.00330572,70,-29.4531,-107.763,-60.8174,8.87532,8.86E-03,-0.01413673,4.84E-03
0.2,2.48,0.0138891,0.00182871,-0.0137682,1,0.00137537,-0.00531647,-0.00129335,0.00190897,0.00722827,-0.00852161,0.00129335,0.00404267,70,-29.4285,-106.642,-60.2213,11.0133,8.60E-03,-0.01383808,5.95E-03
