X,Y,|u|,ux,uy,Status,elastic_strain_xx,elastic_strain_yy,elastic_strain_zz,elastic_strain_xy,plastic_strain_xx,plastic_strain_yy,plastic_strain_zz,plastic_strain_xy,Mises,Stress_xx,Stress_yy,Stress_zz,Stress_xy,strain_xx,strain_yy,strain_xy
3.88,0.68,0.000820759,0.000729742,-0.000375662,0,-0.000616526,-0.00033259,0,0.00109865,0,0,0,0,12.5957,-15.3273,-12.0511,-8.21351,6.33836,-6.17E-04,-0.00033259,1.10E-03
3.92,0.68,0.000794479,0.000705002,-0.000366291,0,-0.000620798,-0.000317565,0,0.00105947,0,0,0,0,12.2746,-15.2835,-11.7847,-8.12045,6.11232,-6.21E-04,-0.000317565,1.06E-03
3.96,0.68,0.000768219,0.000680076,-0.000357292,0,-0.000624808,-0.000303178,0,0.00102025,0,0,0,0,11.9592,-15.24,-11.5289,-8.03065,5.88604,-6.25E-04,-0.000303178,1.02E-03
4,0.68,0.000742035,0.000655015,-0.000348672,0,-0.000628568,-0.000289419,0,0.000980991,0,0,0,0,11.6499,-15.1968,-11.2836,-7.94412,5.65957,-6.29E-04,-0.000289419,9.81E-04
4.04,0.68,0.000715903,0.000629789,-0.000340416,0,-0.000632089,-0.000276279,0,0.000941709,0,0,0,0,11.3468,-15.1542,-11.0487,-7.86088,5.43294,-6.32E-04,-0.000276279,9.42E-04
4.08,0.68,0.000689879,0.000604445,-0.000332535,0,-0.000635382,-0.000263751,0,0.000902407,0,0,0,0,11.0502,-15.1123,-10.8242,-7.78095,5.20619,-6.35E-04,-0.000263751,9.02E-04
4.12,0.68,0.000663944,0.000578956,-0.000325009,0,-0.000638457,-0.000251823,0,0.000863091,0,0,0,0,10.7603,-15.0712,-10.61,-7.70435,4.97937,-6.38E-04,-0.000251823,8.63E-04
4.16,0.68,0.000638157,0.000553366,-0.000317852,0,-0.000641325,-0.00024049,0,0.000823768,0,0,0,0,10.4774,-15.031,-10.406,-7.63108,4.75251,-6.41E-04,-0.00024049,8.24E-04
4.2,0.68,0.000612504,0.000527649,-0.000311043,0,-0.000643994,-0.000229741,0,0.000784441,0,0,0,0,10.202,-14.9919,-10.212,-7.56117,4.52562,-6.44E-04,-0.000229741,7.84E-04
4.24,0.68,0.00058705,0.000501845,-0.000304597,0,-0.000646474,-0.00021957,0,0.000745115,0,0,0,0,9.93433,-14.9539,-10.0281,-7.49461,4.29874,-6.46E-04,-0.00021957,7.45E-04
4.28,0.68,0.000561789,0.00047593,-0.000298492,0,-0.000648774,-0.000209968,0,0.000705794,0,0,0,0,9.67485,-14.9173,-9.85413,-7.43142,4.07189,-6.49E-04,-0.000209968,7.06E-04
4.32,0.68,0.000536793,0.000449941,-0.000292745,0,-0.000650902,-0.000200928,0,0.000666479,0,0,0,0,9.42402,-14.882,-9.69001,-7.37161,3.84507,-6.51E-04,-0.000200928,6.66E-04
4.36,0.68,0.000512069,0.000423857,-0.000287333,0,-0.000652866,-0.000192444,0,0.000627174,0,0,0,0,9.18233,-14.8483,-9.5357,-7.31519,3.61831,-6.53E-04,-0.000192444,6.27E-04
4.4,0.68,0.0004877,0.00039771,-0.000282274,0,-0.000654674,-0.000184509,0,0.000587881,0,0,0,0,8.95032,-14.8161,-9.3911,-7.26215,3.39162,-6.55E-04,-0.000184509,5.88E-04
4.44,0.68,0.000463712,0.000371482,-0.000277542,0,-0.000656332,-0.000177115,0,0.000548601,0,0,0,0,8.72857,-14.7856,-9.25616,-7.21252,3.165,-6.56E-04,-0.000177115,5.49E-04
4.48,0.68,0.000440206,0.000345202,-0.00027316,0,-0.000657847,-0.000170258,0,0.000509334,0,0,0,0,8.51769,-14.7568,-9.13081,-7.16629,2.93847,-6.58E-04,-0.000170258,5.09E-04
4.52,0.68,0.000417233,0.000318854,-0.000269101,0,-0.000659225,-0.000163932,0,0.000470082,0,0,0,0,8.31834,-14.7299,-9.015,-7.12347,2.71201,-6.59E-04,-0.000163932,4.70E-04
4.56,0.68,0.000394924,0.000292463,-0.000265387,0,-0.000660472,-0.000158131,0,0.000430845,0,0,0,0,8.1312,-14.7049,-8.90866,-7.08407,2.48564,-6.60E-04,-0.000158131,4.31E-04
4.6,0.68,0.000373367,0.000266016,-0.00026199,0,-0.000661593,-0.000152852,0,0.000391622,0,0,0,0,7.95698,-14.6818,-8.81175,-7.04808,2.25936,-6.62E-04,-0.000152852,3.92E-04
4.64,0.68,0.000352738,0.000239535,-0.000258935,0,-0.000662593,-0.000148088,0,0.000352413,0,0,0,0,7.79641,-14.6608,-8.72421,-7.01551,2.03315,-6.63E-04,-0.000148088,3.52E-04
4.68,0.68,0.000333178,0.000213009,-0.000256194,0,-0.000663476,-0.000143837,0,0.000313218,0,0,0,0,7.65023,-14.6418,-8.64601,-6.98636,1.80703,-6.63E-04,-0.000143837,3.13E-04
4.72,0.68,0.000314922,0.000186456,-0.000253791,0,-0.000664246,-0.000140094,0,0.000274036,0,0,0,0,7.51914,-14.625,-8.57711,-6.96064,1.58098,-6.64E-04,-0.000140094,2.74E-04
4.76,0.68,0.000298179,0.000159869,-0.000251699,0,-0.000664906,-0.000136857,0,0.000234865,0,0,0,0,7.40386,-14.6103,-8.51746,-6.93834,1.35499,-6.65E-04,-0.000136857,2.35E-04
4.8,0.68,0.00028325,0.000133262,-0.000249944,0,-0.00066546,-0.000134123,0,0.000195704,0,0,0,0,7.30504,-14.5979,-8.46704,-6.91947,1.12906,-6.65E-04,-0.000134123,1.96E-04
4.84,0.68,0.000270409,0.000106632,-0.000248496,0,-0.00066591,-0.000131889,0,0.000156553,0,0,0,0,7.22328,-14.5876,-8.42582,-6.90403,0.903188,-6.66E-04,-0.000131889,1.57E-04
4.88,0.68,0.000259994,8.00E-05,-0.000247384,0,-0.000666257,-0.000130153,0,0.000117408,0,0,0,0,7.15911,-14.5796,-8.39379,-6.89202,0.677354,-6.66E-04,-0.000130153,1.17E-04
4.92,0.68,0.000252279,5.33E-05,-0.000246577,0,-0.000666504,-0.000128915,0,7.83E-05,0,0,0,0,7.11296,-14.5739,-8.37092,-6.88344,0.451551,-6.67E-04,-0.000128915,7.83E-05
4.96,0.68,0.000247546,2.67E-05,-0.000246105,0,-0.000666652,-0.000128172,0,3.91E-05,0,0,0,0,7.08513,-14.5704,-8.3572,-6.87829,0.22577,-6.67E-04,-0.000128172,3.91E-05
5,0.68,0.000245938,2.98E-37,-0.000245938,0,-0.000666702,-0.000127925,0,1.96E-05,0,0,0,0,7.07584,-14.5693,-8.35263,-6.87657,0.112882,-6.67E-04,-0.000127925,1.96E-05
0,0.72,0.0019367,-1.02E-37,-0.0019367,0,0.00102898,-0.00305909,0,2.91E-05,0,0,0,0,42.4978,-5.69539,-52.8655,-17.5683,0.168022,1.03E-03,-0.00305909,2.91E-05
0.04,0.72,0.00193716,4.12E-05,-0.00193673,0,0.00102893,-0.00305924,0,5.83E-05,0,0,0,0,42.503,-5.69774,-52.8689,-17.57,0.33636,1.03E-03,-0.00305924,5.83E-05
0.08,0.72,0.00193854,8.23E-05,-0.00193679,0,0.00102876,-0.00305966,0,0.000116803,0,0,0,0,42.5183,-5.70487,-52.8789,-17.5751,0.673864,1.03E-03,-0.00305966,1.17E-04
0.12,0.72,0.00194083,0.000123493,-0.00193689,0,0.00102844,-0.00306032,0,0.000175694,0,0,0,0,42.5434,-5.71692,-52.895,-17.5836,1.01362,1.03E-03,-0.00306032,1.76E-04
0.16,0.72,0.00194398,0.000164626,-0.00193699,0,0.00102795,-0.00306116,0,0.000235155,0,0,0,0,42.5775,-5.73417,-52.9161,-17.5951,1.35666,1.03E-03,-0.00306116,2.35E-04
0.2,0.72,0.00194798,0.00020575,-0.00193708,0,0.00102722,-0.00306209,0,0.000295349,0,0,0,0,42.6195,-5.75693,-52.9412,-17.6094,1.70393,1.03E-03,-0.00306209,2.95E-04
0.24,0.72,0.00195275,0.000246823,-0.00193709,0,0.00102619,-0.003063,0,0.000356415,0,0,0,0,42.6681,-5.78566,-52.9686,-17.6263,2.05624,1.03E-03,-0.003063,3.56E-04
0.28,0.72,0.00195828,0.000287866,-0.001937,0,0.00102478,-0.00306378,0,0.000418467,0,0,0,0,42.7218,-5.82082,-52.9964,-17.6452,2.41423,1.02E-03,-0.00306378,4.18E-04
0.32,0.72,0.00196445,0.000328825,-0.00193674,0,0.0010229,-0.00306428,0,0.000481586,0,0,0,0,42.7788,-5.86299,-53.0228,-17.6657,2.77838,1.02E-03,-0.00306428,4.82E-04
0.36,0.72,0.00197125,0.000369717,-0.00193627,0,0.00102047,-0.00306435,0,0.000545821,0,0,0,0,42.8374,-5.91271,-53.0453,-17.6874,3.14897,1.02E-03,-0.00306435,5.46E-04
0.4,0.72,0.00197854,0.000410484,-0.00193549,0,0.00101739,-0.00306385,0,0.000611187,0,0,0,0,42.8954,-5.97058,-53.0618,-17.7097,3.52608,1.02E-03,-0.00306385,6.11E-04
0.44,0.72,0.00198631,0.000451127,-0.0019344,0,0.00101356,-0.00306259,0,0.000677662,0,0,0,0,42.951,-6.03718,-53.0697,-17.7321,3.90959,1.01E-03,-0.00306259,6.78E-04
0.48,0.72,0.0019944,0.00049159,-0.00193287,0,0.00100887,-0.00306044,0,0.000745191,0,0,0,0,43.0019,-6.11304,-53.0666,-17.7539,4.29918,1.01E-03,-0.00306044,7.45E-04
0.52,0.72,0.0020028,0.000531854,-0.00193089,0,0.00100325,-0.00305721,0,0.000813682,0,0,0,0,43.0462,-6.1987,-53.0502,-17.7747,4.69432,1.00E-03,-0.00305721,8.14E-04
0.56,0.72,0.00201135,0.000571873,-0.00192834,0,0.000996596,-0.00305276,0,0.000883014,0,0,0,0,43.0817,-6.29458,-53.018,-17.7938,5.09431,9.97E-04,-0.00305276,8.83E-04
0.6,0.72,0.00202003,0.000611598,-0.00192522,0,0.000988832,-0.00304695,0,0.000953038,0,0,0,0,43.1066,-6.40106,-52.9678,-17.8107,5.4983,9.89E-04,-0.00304695,9.53E-04
0.64,0.72,0.00202868,0.000651004,-0.00192139,0,0.000979888,-0.00303964,0,0.00102358,0,0,0,0,43.1191,-6.51841,-52.8976,-17.8248,5.90526,9.80E-04,-0.00303964,1.02E-03
0.68,0.72,0.0020373,0.000690005,-0.00191689,0,0.000969701,-0.00303072,0,0.00109444,0,0,0,0,43.1174,-6.64684,-52.8055,-17.8357,6.31406,9.70E-04,-0.00303072,1.09E-03
0.72,0.72,0.00204573,0.000728605,-0.00191158,0,0.000958225,-0.00302007,0,0.0011654,0,0,0,0,43.1001,-6.78641,-52.6898,-17.8429,6.72348,9.58E-04,-0.00302007,1.17E-03
0.76,0.72,0.00205395,0.000766679,-0.00190549,0,0.000945422,-0.00300761,0,0.00123625,0,0,0,0,43.0656,-6.93711,-52.549,-17.8458,7.1322,9.45E-04,-0.00300761,1.24E-03
0.8,0.72,0.00206184,0.000804264,-0.00189851,0,0.000931268,-0.00299326,0,0.00130674,0,0,0,0,43.0129,-7.0988,-52.3819,-17.8442,7.53888,9.31E-04,-0.00299326,1.31E-03
0.84,0.72,0.00206937,0.000841197,-0.00189068,0,0.000915751,-0.00297699,0,0.00137664,0,0,0,0,42.9408,-7.27126,-52.1875,-17.8376,7.94214,9.16E-04,-0.00297699,1.38E-03
0.88,0.72,0.00207645,0.00087755,-0.0018819,0,0.000898874,-0.00295874,0,0.0014457,0,0,0,0,42.8486,-7.45413,-51.965,-17.8257,8.3406,8.99E-04,-0.00295874,1.45E-03
0.92,0.72,0.00208302,0.000913124,-0.00187222,0,0.000880648,-0.0029385,0,0.0015137,0,0,0,0,42.7357,-7.647,-51.7141,-17.8083,8.7329,8.81E-04,-0.0029385,1.51E-03
0.96,0.72,0.00208905,0.000948028,-0.00186155,0,0.000861099,-0.00291627,0,0.00158041,0,0,0,0,42.6015,-7.84933,-51.4343,-17.7851,9.11772,8.61E-04,-0.00291627,1.58E-03
1,0.72,0.00209444,0.00098203,-0.00184995,0,0.000840262,-0.00289205,0,0.00164559,0,0,0,0,42.4458,-8.06055,-51.1257,-17.7559,9.4938,8.40E-04,-0.00289205,1.65E-03
1.04,0.72,0.00209922,0.00101528,-0.00183737,0,0.000818182,-0.00286589,0,0.00170905,0,0,0,0,42.2683,-8.27996,-50.7884,-17.7205,9.85993,8.18E-04,-0.00286589,1.71E-03
1.08,0.72,0.00210326,0.0010475,-0.00182385,0,0.000794911,-0.00283781,0,0.0017706,0,0,0,0,42.0693,-8.50686,-50.4228,-17.6789,10.215,7.95E-04,-0.00283781,1.77E-03
1.12,0.72,0.00210662,0.0010789,-0.00180937,0,0.000770512,-0.00280787,0,0.00183005,0,0,0,0,41.8488,-8.74045,-50.0294,-17.631,10.558,7.71E-04,-0.00280787,1.83E-03
1.16,0.72,0.00210916,0.00110917,-0.00179397,0,0.00074505,-0.00277613,0,0.00188725,0,0,0,0,41.6071,-8.97994,-49.609,-17.5767,10.888,7.45E-04,-0.00277613,1.89E-03
1.2,0.72,0.00211099,0.00113853,-0.00177765,0,0.0007186,-0.00274267,0,0.00194204,0,0,0,0,41.3447,-9.22448,-49.1622,-17.516,11.2041,7.19E-04,-0.00274267,1.94E-03
1.24,0.72,0.00211194,0.00116668,-0.00176045,0,0.000691237,-0.00270757,0,0.00199431,0,0,0,0,41.0621,-9.47322,-48.6902,-17.449,11.5057,6.91E-04,-0.00270757,1.99E-03
1.28,0.72,0.00211216,0.00119385,-0.0017424,0,0.000663042,-0.00267091,0,0.00204395,0,0,0,0,40.7599,-9.72529,-48.1939,-17.3758,11.792,6.63E-04,-0.00267091,2.04E-03
1.32,0.72,0.00211146,0.00121974,-0.00172351,0,0.000634096,-0.00263278,0,0.00209086,0,0,0,0,40.4389,-9.97983,-47.6746,-17.2963,12.0626,6.34E-04,-0.00263278,2.09E-03
1.36,0.72,0.00211001,0.0012446,-0.00170385,0,0.000604485,-0.00259329,0,0.00213496,0,0,0,0,40.0998,-10.236,-47.1334,-17.2108,12.3171,6.04E-04,-0.00259329,2.13E-03
1.4,0.72,0.00210761,0.00126813,-0.00168341,0,0.000574291,-0.00255253,0,0.00217622,0,0,0,0,39.7435,-10.4929,-46.5716,-17.1194,12.5551,5.74E-04,-0.00255253,2.18E-03
1.44,0.72,0.00210448,0.00129057,-0.0016623,0,0.000543598,-0.0025106,0,0.00221457,0,0,0,0,39.3709,-10.7498,-45.9906,-17.0221,12.7764,5.44E-04,-0.0025106,2.21E-03
1.48,0.72,0.00210038,0.00131164,-0.00164049,0,0.000512491,-0.00246761,0,0.00225,0,0,0,0,38.9828,-11.0059,-45.3917,-16.9193,12.9808,5.12E-04,-0.00246761,2.25E-03
1.52,0.72,0.00209556,0.00133159,-0.00161809,0,0.000481049,-0.00242365,0,0.0022825,0,0,0,0,38.5802,-11.2604,-44.7762,-16.811,13.1683,4.81E-04,-0.00242365,2.28E-03
1.56,0.72,0.00208977,0.00135015,-0.00159507,0,0.000449353,-0.00237884,0,0.00231206,0,0,0,0,38.1642,-11.5126,-44.1457,-16.6975,13.3388,4.49E-04,-0.00237884,2.31E-03
1.6,0.72,0.00208328,0.00136756,-0.00157157,0,0.00041748,-0.00233327,0,0.0023387,0,0,0,0,37.7357,-11.7619,-43.5013,-16.579,13.4925,4.17E-04,-0.00233327,2.34E-03
1.64,0.72,0.00207584,0.00138357,-0.00154752,0,0.000385505,-0.00228705,0,0.00236244,0,0,0,0,37.2956,-12.0075,-42.8446,-16.4556,13.6295,3.86E-04,-0.00228705,2.36E-03
1.68,0.72,0.00206771,0.00139843,-0.0015231,0,0.000353497,-0.00224026,0,0.00238332,0,0,0,0,36.845,-12.2489,-42.1769,-16.3277,13.7499,3.53E-04,-0.00224026,2.38E-03
1.72,0.72,0.00205866,0.00141188,-0.00149823,0,0.000321527,-0.00219301,0,0.00240138,0,0,0,0,36.3849,-12.4856,-41.4994,-16.1955,13.8541,3.22E-04,-0.00219301,2.40E-03
1.76,0.72,0.00204895,0.00142417,-0.00147307,0,0.000289658,-0.00214538,0,0.00241666,0,0,0,0,35.9161,-12.717,-40.8136,-16.0592,13.9423,2.90E-04,-0.00214538,2.42E-03
1.8,0.72,0.00203834,0.00143507,-0.00144754,0,0.000257952,-0.00209748,0,0.00242922,0,0,0,0,35.4397,-12.9426,-40.1206,-15.919,14.0147,2.58E-04,-0.00209748,2.43E-03
1.84,0.72,0.0020271,0.00144482,-0.00142184,0,0.000226466,-0.00204937,0,0.00243913,0,0,0,0,34.9565,-13.1621,-39.4218,-15.7752,14.0719,2.26E-04,-0.00204937,2.44E-03
1.88,0.72,0.00201499,0.00145322,-0.00139584,0,0.000195253,-0.00200115,0,0.00244646,0,0,0,0,34.4674,-13.3751,-38.7182,-15.628,14.1142,1.95E-04,-0.00200115,2.45E-03
1.92,0.72,0.00200229,0.00146046,-0.00136975,0,0.000164364,-0.0019529,0,0.00245127,0,0,0,0,33.9732,-13.5812,-38.0111,-15.4777,14.142,1.64E-04,-0.0019529,2.45E-03
1.96,0.72,0.00198876,0.00146639,-0.00134345,0,0.000133845,-0.00190468,0,0.00245365,0,0,0,0,33.4749,-13.7801,-37.3015,-15.3245,14.1557,1.34E-04,-0.00190468,2.45E-03
2,0.72,0.00197466,0.00147118,-0.00131715,0,0.000103738,-0.00185656,0,0.00245366,0,0,0,0,32.9732,-13.9717,-36.5906,-15.1687,14.1557,1.04E-04,-0.00185656,2.45E-03
2.04,0.72,0.00195977,0.00147471,-0.00129072,0,7.41E-05,-0.00180863,0,0.00245139,0,0,0,0,32.4688,-14.1557,-35.8793,-15.0105,14.1426,7.41E-05,-0.00180863,2.45E-03
2.08,0.72,0.00194435,0.00147713,-0.00126436,0,4.49E-05,-0.00176093,0,0.00244693,0,0,0,0,31.9625,-14.3319,-35.1686,-14.8501,14.1169,4.49E-05,-0.00176093,2.45E-03
2.12,0.72,0.00192819,0.00147832,-0.00123794,0,1.63E-05,-0.00171353,0,0.00244035,0,0,0,0,31.4548,-14.5002,-34.4594,-14.6879,14.0789,1.63E-05,-0.00171353,2.44E-03
2.16,0.72,0.00191152,0.00147844,-0.00121166,0,-1.18E-05,-0.00166649,0,0.00243173,0,0,0,0,30.9466,-14.6604,-33.7526,-14.5239,14.0292,-1.18E-05,-0.00166649,2.43E-03
2.2,0.72,0.00189416,0.00147739,-0.00118538,0,-3.94E-05,-0.00161984,0,0.00242117,0,0,0,0,30.4383,-14.8126,-33.049,-14.3585,13.9683,-3.94E-05,-0.00161984,2.42E-03
2.24,0.72,0.00187631,0.0014753,-0.00115932,0,-0.00006629,-0.00157366,0,0.00240875,0,0,0,0,29.9305,-14.9567,-32.3494,-14.1918,13.8966,-6.63E-05,-0.00157366,2.41E-03
2.28,0.72,0.00185782,0.00147211,-0.00113332,0,-9.26E-05,-0.00152797,0,0.00239454,0,0,0,0,29.4238,-15.0927,-31.6546,-14.0242,13.8146,-9.26E-05,-0.00152797,2.39E-03
2.32,0.72,0.00183888,0.00146791,-0.00110758,0,-0.000118288,-0.00148282,0,0.00237863,0,0,0,0,28.9186,-15.2206,-30.9651,-13.8557,13.7229,-1.18E-04,-0.00148282,2.38E-03
2.36,0.72,0.00181935,0.00146266,-0.00108197,0,-0.000143325,-0.00143824,0,0.0023611,0,0,0,0,28.4154,-15.3404,-30.2817,-13.6866,13.6217,-1.43E-04,-0.00143824,2.36E-03
2.4,0.72,0.00179938,0.00145645,-0.00105666,0,-0.000167705,-0.00139428,0,0.00234204,0,0,0,0,27.9146,-15.4522,-29.605,-13.5172,13.5117,-1.68E-04,-0.00139428,2.34E-03
2.44,0.72,0.00177888,0.00144925,-0.00103153,0,-0.000191417,-0.00135096,0,0.00232151,0,0,0,0,27.4165,-15.5562,-28.9355,-13.3475,13.3933,-1.91E-04,-0.00135096,2.32E-03
2.48,0.72,0.00175797,0.00144114,-0.00100675,0,-0.000214457,-0.00130831,0,0.00229959,0,0,0,0,26.9216,-15.6523,-28.2737,-13.1778,13.2669,-2.14E-04,-0.00130831,2.30E-03
2.52,0.72,0.00173656,0.00143211,-0.000982191,0,-0.000236819,-0.00126636,0,0.00227637,0,0,0,0,26.4301,-15.7408,-27.6202,-13.0083,13.1329,-2.37E-04,-0.00126636,2.28E-03
2.56,0.72,0.00171477,0.00142221,-0.00095801,0,-0.0002585,-0.00122513,0,0.0022519,0,0,0,0,25.9423,-15.8218,-26.9753,-12.8391,12.9917,-2.59E-04,-0.00122513,2.25E-03
2.6,0.72,0.00169254,0.00141144,-0.000934093,0,-0.000279501,-0.00118464,0,0.00222627,0,0,0,0,25.4585,-15.8955,-26.3395,-12.6705,12.8438,-2.80E-04,-0.00118464,2.23E-03
2.64,0.72,0.00166995,0.00139985,-0.000910581,0,-0.000299822,-0.00114491,0,0.00219953,0,0,0,0,24.9789,-15.962,-25.713,-12.5025,12.6896,-3.00E-04,-0.00114491,2.20E-03
2.68,0.72,0.00164696,0.00138746,-0.000887369,0,-0.000319465,-0.00110596,0,0.00217176,0,0,0,0,24.5037,-16.0215,-25.0964,-12.3354,12.5294,-3.19E-04,-0.00110596,2.17E-03
2.72,0.72,0.00162364,0.0013743,-0.000864585,0,-0.000338436,-0.00106779,0,0.00214301,0,0,0,0,24.0331,-16.0743,-24.4898,-12.1692,12.3635,-3.38E-04,-0.00106779,2.14E-03
2.76,0.72,0.00159996,0.0013604,-0.000842129,0,-0.00035674,-0.00103041,0,0.00211336,0,0,0,0,23.5672,-16.1204,-23.8936,-12.0042,12.1924,-3.57E-04,-0.00103041,2.11E-03
2.8,0.72,0.00157597,0.00134577,-0.000820117,0,-0.000374383,-0.00099385,0,0.00208285,0,0,0,0,23.1062,-16.1603,-23.308,-11.8405,12.0164,-3.74E-04,-0.00099385,2.08E-03
2.84,0.72,0.00155166,0.00133045,-0.000798461,0,-0.000391374,-0.0009581,0,0.00205154,0,0,0,0,22.6501,-16.194,-22.7331,-11.6781,11.8358,-3.91E-04,-0.0009581,2.05E-03
2.88,0.72,0.00152707,0.00131446,-0.00077726,0,-0.000407723,-0.00092317,0,0.0020195,0,0,0,0,22.1991,-16.2218,-22.1693,-11.5173,11.6509,-4.08E-04,-0.00092317,2.02E-03
2.92,0.72,0.00150219,0.00129784,-0.000756434,0,-0.000423438,-0.000889064,0,0.00198676,0,0,0,0,21.7533,-16.244,-21.6166,-11.3582,11.4621,-4.23E-04,-0.000889064,1.99E-03
2.96,0.72,0.00147706,0.00128059,-0.000736073,0,-0.000438532,-0.000855785,0,0.00195338,0,0,0,0,21.3127,-16.2608,-21.0753,-11.2008,11.2695,-4.39E-04,-0.000855785,1.95E-03
3,0.72,0.00145168,0.00126276,-0.000716105,0,-0.000453015,-0.000823334,0,0.00191941,0,0,0,0,20.8774,-16.2724,-20.5453,-11.0453,11.0735,-4.53E-04,-0.000823334,1.92E-03
3.04,0.72,0.00142607,0.00124435,-0.000696605,0,-0.0004669,-0.000791709,0,0.00188488,0,0,0,0,20.4474,-16.2791,-20.0269,-10.8918,10.8743,-4.67E-04,-0.000791709,1.88E-03
3.08,0.72,0.00140024,0.00122541,-0.000677512,0,-0.000480201,-0.00076091,0,0.00184985,0,0,0,0,20.0228,-16.2812,-19.5201,-10.7404,10.6722,-4.80E-04,-0.00076091,1.85E-03
3.12,0.72,0.00137419,0.00120593,-0.000658889,0,-0.000492931,-0.000730933,0,0.00181436,0,0,0,0,19.6036,-16.2788,-19.025,-10.5911,10.4675,-4.93E-04,-0.000730933,1.81E-03
3.16,0.72,0.00134797,0.00118598,-0.000640682,0,-0.000505103,-0.000701776,0,0.00177844,0,0,0,0,19.1897,-16.2723,-18.5416,-10.4441,10.2602,-5.05E-04,-0.000701776,1.78E-03
3.2,0.72,0.00132156,0.00116553,-0.000622944,0,-0.000516733,-0.000673434,0,0.00174212,0,0,0,0,18.7812,-16.2618,-18.0699,-10.2995,10.0507,-5.17E-04,-0.000673434,1.74E-03
3.24,0.72,0.00129499,0.00114464,-0.000605631,0,-0.000527834,-0.0006459,0,0.00170545,0,0,0,0,18.3782,-16.2477,-17.61,-10.1573,9.83911,-5.28E-04,-0.0006459,1.71E-03
3.28,0.72,0.00126826,0.0011233,-0.000588783,0,-0.000538422,-0.000619169,0,0.00166845,0,0,0,0,17.9806,-16.2302,-17.1619,-10.0176,9.62566,-5.38E-04,-0.000619169,1.67E-03
3.32,0.72,0.0012414,0.00110157,-0.000572364,0,-0.000548512,-0.000593235,0,0.00163116,0,0,0,0,17.5884,-16.2095,-16.7255,-9.8805,9.41051,-5.49E-04,-0.000593235,1.63E-03
3.36,0.72,0.00121439,0.00107942,-0.000556405,0,-0.000558118,-0.000568089,0,0.0015936,0,0,0,0,17.2016,-16.1858,-16.3009,-9.74602,9.19382,-5.58E-04,-0.000568089,1.59E-03
3.4,0.72,0.00118728,0.00105692,-0.000540878,0,-0.000567256,-0.000543723,0,0.0015558,0,0,0,0,16.8202,-16.1595,-15.888,-9.61424,8.97575,-5.67E-04,-0.000543723,1.56E-03
3.44,0.72,0.00116005,0.00103404,-0.000525805,0,-0.000575942,-0.000520129,0,0.00151778,0,0,0,0,16.4443,-16.1307,-15.4867,-9.48523,8.75645,-5.76E-04,-0.000520129,1.52E-03
3.48,0.72,0.00113274,0.00101085,-0.000511164,0,-0.000584189,-0.000497298,0,0.00147958,0,0,0,0,16.0738,-16.0997,-15.0971,-9.35903,8.53604,-5.84E-04,-0.000497298,1.48E-03
3.52,0.72,0.00110533,0.000987307,-0.00049697,0,-0.000592015,-0.000475221,0,0.00144121,0,0,0,0,15.7088,-16.0666,-14.719,-9.2357,8.31466,-5.92E-04,-0.000475221,1.44E-03
3.56,0.72,0.00107787,0.000963488,-0.000483205,0,-0.000599433,-0.000453889,0,0.00140269,0,0,0,0,15.3492,-16.0318,-14.3525,-9.11528,8.09243,-5.99E-04,-0.000453889,1.40E-03
3.6,0.72,0.00105032,0.000939353,-0.00046988,0,-0.000606459,-0.00043329,0,0.00136404,0,0,0,0,14.9951,-15.9954,-13.9973,-8.99783,7.86945,-6.06E-04,-0.00043329,1.36E-03
3.64,0.72,0.00102274,0.000914972,-0.000456982,0,-0.000613106,-0.000413417,0,0.00132527,0,0,0,0,14.6466,-15.9577,-13.6536,-8.88337,7.64582,-6.13E-04,-0.000413417,1.33E-03
3.68,0.72,0.000995106,0.000890305,-0.000444514,0,-0.000619391,-0.000394257,0,0.00128642,0,0,0,0,14.3037,-15.9188,-13.3211,-8.77196,7.42163,-6.19E-04,-0.000394257,1.29E-03
3.72,0.72,0.000967462,0.000865421,-0.00043247,0,-0.000625326,-0.000375802,0,0.00124748,0,0,0,0,13.9664,-15.8789,-12.9998,-8.66361,7.19699,-6.25E-04,-0.000375802,1.25E-03
3.76,0.72,0.000939777,0.00084028,-0.000420847,0,-0.000630927,-0.000358041,0,0.00120847,0,0,0,0,13.6348,-15.8383,-12.6896,-8.55838,6.97195,-6.31E-04,-0.000358041,1.21E-03
3.8,0.72,0.00091211,0.000814946,-0.000409642,0,-0.000636206,-0.000340964,0,0.00116941,0,0,0,0,13.309,-15.7971,-12.3905,-8.45628,6.7466,-6.36E-04,-0.000340964,1.17E-03
3.84,0.72,0.000884425,0.000789384,-0.000398849,0,-0.000641176,-0.000324561,0,0.00113031,0,0,0,0,12.9891,-15.7555,-12.1023,-8.35734,6.521,-6.41E-04,-0.000324561,1.13E-03
3.88,0.72,0.000856781,0.000763652,-0.00038847,0,-0.000645853,-0.000308821,0,0.00109117,0,0,0,0,12.6752,-15.7137,-11.8249,-8.2616,6.29521,-6.46E-04,-0.000308821,1.09E-03
3.92,0.72,0.000829145,0.000737716,-0.000378493,0,-0.000650246,-0.000293734,0,0.00105201,0,0,0,0,12.3674,-15.6719,-11.5583,-8.16906,6.06928,-6.50E-04,-0.000293734,1.05E-03
